Austen,Austen_Title,Austen_Title2,PROTAG.NAME,PROTAG.GENDER,Combination,Combination_Class,Combination_Class2,STORY.ID,Short_Title,Author_Gender,Canonicity,PUB..DATE,GENRE,PREDICATE,AGENT,PATIENT,POSESSOR,AFFECT,COGITATION,SOCIABILITY,POLARITY,COMMUNICATIVENESS,DESCRIPTIVENESS,ABSTRACTION,DISTINCTIVENESS_SKEW,DISTINCTIVENESS_SKEW.woSaid.,DEPTH,CLASS.SIMILARITY,HOMOGENEITY,DISTINCTIVENESS_KL,EMBODIMENT,CLOTHES,MOTION,PHYSICAL,PERCEPTION,VALUATION,CENTRALITY,ENSEMBLE,MENTIONS,POPULATION,SOCIO,COMM,COG_PER,COG_PER_RATIO
,,,Glorvina,F,f_F,Female_Female,Female_Female,Chadwyck_1806_Morgan_TheWildIrish,1806_Morgan_TheWildIrish,f,non,1806,rom,-0.5534252951,-0.8429891877,-1.4603075061,1.7900976161,-0.4143208626,-1.304094665,-0.7471030216,0.5669068524,-0.4031730469,-0.3207849083,1.1777594017,-0.5516867051,0.4458296685,-0.021173168,-0.4032177022,-1.2051595418,0.0854716844,3.0484260185,0.6869415703,0.5156741804,-0.4305558634,-0.6192446287,-0.0532220762,0.7418091796,-0.6884936001,-0.3490794528,-0.0495299437,0.8485296248,-0.1933564563,-1.3145872493,-0.6364832804
,,,Lady Geraldine,F,f_F,Female_Female,Female_Female,Chadwyck_1809_Edgeworth_EnnuiorMemoirs,1809_Edgeworth_EnnuiorMemoirs,f,can,1809,rom,-0.4699496154,-0.8007051048,-0.3626992887,1.092172757,1.9991262517,0.0014077218,-0.5744189208,-1.1419706379,-0.0974233914,-0.1605278709,0.0619148653,-0.2112289613,1.6931104221,-0.3992322763,-1.2855377594,-0.5895691397,1.0338092509,-0.7865263379,-1.0520724968,-2.144801895,-0.4743868868,1.1384533553,2.152028473,-0.7632725132,-0.6884936001,-0.8469826163,0.416644694,-0.2359677382,-0.4284859066,0.5640772508,-0.6664096947
,,,Mr. Stanley,M,f_M,All,Mixed,Chadwyck_1809_More_CoelebsinSearch,1809_More_CoelebsinSearch,f,can,1809,rom,0.144708116,0.7422043539,0.2543687116,-0.7703463476,0.24315408,-0.8754809296,-0.8490688724,0.994126225,1.7769359813,-0.3363505898,0.759105483,0.8491514084,3.3009652326,-0.6009588859,0.0666958386,0.6679582399,0.6140092299,-1.0935540078,-1.0520724968,-1.6183619004,-0.6544362806,-1.4548939646,-0.8215981596,-0.3900252606,1.2739473417,-0.8314006382,-0.3094965179,0.4276421058,2.0922876022,-1.3964185114,0.5754891475
,,,Dr. Johnson,M,m_M,All,Male_Male,Chadwyck_1809_Tyler_TheYankeyin,1809_Tyler_TheYankeyin,m,non,1809,rom,0.7594638616,0.2344090219,-0.0135186799,-0.6730436635,0.3189125096,-0.5844954579,-0.8490688724,-0.2875318928,-1.1035355868,2.1546037212,1.7563501164,-1.1690572531,-0.9735683014,1.2774549329,-4.2008416818,-2.4227444935,6.2175221934,-1.5712382678,9.6249626864,-2.6971841822,6.1655547286,-2.8282434888,7.7815506335,-0.3076989515,-0.0343466195,-1.2441177787,4.1227844566,0.1701888628,-0.1933564563,-1.8505712005,-1.8422633477
,,,Laura,F,f_F,Female_Female,Female_Female,Chadwyck_1810_Brunton_Self-ControlANovel,1810_Brunton_Self-ControlANovel,f,non,1810,rom,-0.6799297765,-0.234763301,-0.567683874,0.9432814776,0.824870593,1.1968074976,-0.5258695515,-0.2875318928,-0.4720897467,-0.5308213589,0.1156429301,0.581606082,1.0869324728,-0.7802339768,0.9965423655,0.8387054161,-0.3572786239,-0.3400060672,-0.4319587453,-0.6026559663,-0.4516218219,-0.4476230501,0.295588073,2.2938580379,0.6198003611,4.1694729174,-0.5302179755,-1.2737749814,-0.308645169,0.7040420163,0.8865254635
,,,Wallace,M,f_M,All,Mixed,Chadwyck_1810_Porter_TheScottishChiefs,1810_Porter_TheScottishChiefs,f,non,1810,rom,1.1459523485,0.424208093,0.967822772,-1.6163743609,0.310795535,-0.5962921662,3.5853826891,0.5669068524,-0.73325609,1.3571694953,-1.2158845549,1.240209956,4.6596927245,0.3272935626,-0.6426328193,0.9581827039,-0.6893014026,-0.6768974631,-0.05110042,0.5904833789,-0.23761717,0.3740377988,2.3089157724,-0.0076732213,-0.6884936001,1.6169157324,-0.8158250195,1.99265629,-0.7963078815,-0.2760982766,-0.6717611598
,,,Matilda,F,m_F,All,Mixed,Chadwyck_1810_Shelley_ZastrozziARomance,1810_Shelley_ZastrozziARomance,m,can,1810,rom,-0.7444774893,-0.9827720521,0.0263289053,1.1911476358,-0.1194041188,0.2687997769,-0.1768993548,-0.7147512654,-0.7444461925,-0.2740731416,0.8917000221,-0.3306826893,1.002468792,-0.8157541539,-1.8184261334,-1.0392040095,0.1444574518,0.2577895535,-1.0520724968,-0.2938366079,-0.4405928569,0.4616792067,-0.4016038317,0.6293579363,-0.6884936001,3.7274027962,3.090631994,-0.3101097494,-0.8327435429,0.4361525056,-0.2999673879
Austen,Sense,Sense,Elinor,F,f_F,Female_Female,Female_Female,Chadwyck_1811_Austen_SenseandSensibility,1811_Austen_SenseandSensibility,f,can,1811,rom,-0.7976802423,0.4462702291,-0.4242659867,0.4557322648,1.0196779833,1.9360678853,-0.3524855027,0.994126225,-0.0596141609,-0.6326106981,-0.1955309915,0.0811787115,0.6656646415,-2.617253709,0.5627109434,0.5190993079,0.1621680156,-0.6130837177,-0.5708698568,-1.4563254004,-0.4163743495,0.7577682234,0.2917948163,-0.6197210992,-0.6884936001,0.721005261,-0.1418945545,-1.8569962332,-0.2803144525,1.8717472175,0.2852060646
,,,Melissa,F,f_F,Female_Female,Female_Female,Chadwyck_1811_Mitchell_AShortAccount,1811_Mitchell_AShortAccount,f,non,1811,rom,-0.9756071033,-0.1693597268,-0.4000437488,1.0028052676,-1.0447392231,0.2923931935,-0.5401375591,-1.1419706379,-0.778173656,-0.7990278097,-0.7456761753,0.0049552957,1.7618673761,-0.4533306065,-1.2136554811,-0.6799400126,-0.2494084484,-0.2094221944,-0.788633276,0.3266212657,-0.252964543,0.295026503,-0.2281738265,-0.0701583293,-0.6884936001,2.1070905336,1.223561779,-0.4794127415,-0.8148796849,0.3719822996,-0.2060962824
,,,Melissa,F,m_F,All,Mixed,Chadwyck_1811_Mitchell_TheAsylumor,1811_Mitchell_TheAsylumor,m,non,1811,rom,-0.9453211352,0.0887276292,-0.4982810289,0.8524359689,-1.1313202855,0.5322595959,-0.3743023233,-1.1419706379,-0.7774374089,-0.7579580735,-0.6553887952,-0.5886727603,0.4263695237,-1.332578605,-0.9330227113,-0.2363123912,-0.3115827958,0.0759066905,-0.7146940701,1.3875015754,-0.3046753264,0.3145158842,-0.2005177376,0.4654754759,-0.0343466195,1.4146957638,1.3574985061,-0.6238732005,-0.8199676892,0.5670907828,-0.099276638
,,,Eloise,F,m_F,All,Mixed,Chadwyck_1811_Shelley_StIrvyneor,1811_Shelley_StIrvyneor,m,can,1811,rom,1.14017373,-0.3352704746,0.3744486705,-0.7386866693,-0.1004645114,-1.1782631097,0.4030115464,0.5669068524,-0.100197598,1.556528045,-0.6754782644,-0.4957864595,-1.274000739,0.4305476004,-0.3586020026,-0.6746277581,0.5605511216,-0.4213715238,-1.0520724968,1.2899871202,0.4575844193,-0.3417662053,0.9288600072,-0.3870714286,-0.6884936001,0.0415010607,3.1675002122,1.2071646712,0.0076273399,-1.0800723791,-0.6934878378
,,,lord Colambre,M,f_M,All,Mixed,Chadwyck_1812_Edgeworth_TheAbsenteein,1812_Edgeworth_TheAbsenteein,f,can,1812,rom,-0.3125337476,0.0592143307,1.5069292378,-0.6705700504,0.2512710546,-0.0418468754,-0.0611510582,-0.7147512654,1.1142791034,-0.3414478706,0.3595895639,1.5084730136,0.9352017508,-0.7390572986,0.7813095519,0.1317414704,0.6108015429,-1.0982996765,-0.65684206,0.2546682685,-0.5345761243,0.4517851105,-0.5943746151,0.5354604775,-0.0343466195,0.7697349383,0.0491833864,0.0120366925,0.9077328492,0.1910600657,-0.4404563287
Austen,P&P,Pride,Elizabeth,F,f_F,Female_Female,Female_Female,Chadwyck_1813_Austen_PrideandPrejudice,1813_Austen_PrideandPrejudice,f,can,1813,rom,-0.5731559034,0.78428371,-0.5763587657,0.1470067951,0.9439195537,2.2270533571,-0.1727464945,0.994126225,-0.38952227,-0.5565318502,-0.856488135,-0.4567282457,0.2867292758,1.7812089183,0.5844531914,0.4034144881,0.1917525903,-1.0804840969,-0.7316672143,-0.7827789066,-0.3852994633,1.7029987238,0.2212123769,-0.0377997657,-0.6884936001,1.0635805856,-0.1692348005,-2.0410035282,-0.8688607473,2.564180377,-0.0601765881
,,,Sarah,F,f_F,Female_Female,Female_Female,Chadwyck_1813_Rowson_SarahorThe,1813_Rowson_SarahorThe,f,non,1813,rom,0.3392981492,-0.9035756889,-0.2803862519,0.5734172423,0.3189125096,0.2334096519,-0.0933753168,-0.7147512654,-0.2961156698,0.6894953012,-0.0215546538,-0.3738097999,-0.6343243,-0.9411400671,0.4212289583,-1.1262243802,-0.7288166972,-0.6973092947,1.0959701854,-0.3329443454,0.0237059311,-1.1911008516,0.7126016632,0.1579834909,-0.6884936001,0.1947154189,0.7270301097,-0.2446678139,0.0762076209,-0.4085459803,1.2239318904
Austen,Mansfield,,Fanny,F,f_F,Female_Female,Female_Female,Chadwyck_1814_Austen_MansfieldParkA,1814_Austen_MansfieldParkA,f,can,1814,rom,-0.5123376294,0.0349289727,-0.4734523324,0.5846906689,1.3335343345,2.0579672046,0.0474942261,0.1396874798,-0.4950533899,-0.4539268777,-0.1199308301,-0.3520004779,0.546875721,-0.1561014962,0.5826543068,0.7568446105,-0.307319215,-0.7478662007,-0.7107607571,-0.8295960304,-0.0960888979,0.0389965807,-0.070222222,0.2827134222,0.6198003611,0.9768060364,-0.423131817,-1.8014063375,-0.4743357108,1.6105552927,0.8836826094
,,,Stuart,M,m_M,All,Male_Male,Chadwyck_1814_Barrett_TheHeroineOr,1814_Barrett_TheHeroineOr,m,non,1814,rom,-0.6360865617,-0.5462831109,3.3081739491,-1.02209776,2.6566011942,-1.677657095,-0.0458474749,-0.2875318928,1.7162678653,-0.6088318557,2.8677517542,-0.0824090494,2.9126241649,-1.106613583,-1.0713730907,0.1626873718,1.8017591428,1.0515186015,0.0894972787,-0.1842500085,-0.4840788519,-1.8615170832,-1.3553701497,-0.7250893193,-0.6884936001,-0.9206487875,0.2546941688,1.4655948449,2.1560895161,-2.2177643357,0.3207899284
,,,Juliet,F,f_F,Female_Female,Female_Female,Chadwyck_1814_Burney_TheWandereror,1814_Burney_TheWandereror,f,can,1814,rom,-0.8637966375,-0.3410346702,-0.7310401532,1.2344543686,0.9763874521,0.4339536933,-0.6230581144,0.994126225,-0.8152369317,-0.6341480189,0.5419216877,-0.5289797137,0.4910734597,0.0997024133,0.0219953501,1.0098235512,-0.4166630507,-0.0688968822,-0.2260901946,-0.554267615,-0.6784817363,-0.0769774236,-0.4718226491,-0.1731400871,-0.6884936001,-0.315899016,-0.8421859696,-0.6385437213,-0.7392722853,0.2974766998,0.0939847149
,,,Caroline,F,f_F,Female_Female,Female_Female,Chadwyck_1814_Edgeworth_PatronageByMaria,1814_Edgeworth_PatronageByMaria,f,can,1814,rom,-0.0206008386,-0.3132984214,-0.2828061047,0.3955439356,1.2171910319,1.4209449556,-0.1871332744,0.5669068524,-0.0331969652,0.018812946,0.2238859733,0.2365595965,-0.0178869732,2.1976899471,1.0574836919,0.9908402301,-0.0108368189,-0.625618455,-0.6110871202,-1.1162649448,-0.4534207704,0.2489341263,0.3805560278,-0.5965241172,-0.0343466195,-0.2349939108,-0.7221305306,-1.3336672687,-0.1048116056,1.2218125436,0.3804559483
,,,Waverley,M,m_M,All,Male_Male,Chadwyck_1814_Scott_WaverleyorTis,1814_Scott_WaverleyorTis,m,can,1814,rom,-0.6633700565,-1.7878640792,-1.1019413752,2.3406955274,-0.0869362204,0.461479346,-0.6862744643,-0.7147512654,-0.898537829,-0.5944859503,-0.3484446175,-1.0604917041,-0.7298090657,-1.4973537892,-0.5624158553,0.1761963752,-1.3100473933,-0.7406567876,0.336146317,-0.2415649095,-0.8596395442,-0.3594866361,-0.4643892889,-0.7382285757,0.6198003611,-0.6134781102,-0.6138638811,-0.6887292211,-0.7334123927,0.1790535517,0.3326437385
,,,Mannering,M,m_M,All,Male_Male,Chadwyck_1815_Scott_GuyManneringOr,1815_Scott_GuyManneringOr,m,can,1815,rom,-0.2566816003,-0.7321127577,-0.7322630798,1.1049042136,-0.7417055048,0.1508326937,0.1432559883,-1.1419706379,-0.1493120397,-0.2135342723,-0.6672902864,-0.0424285257,-0.2720915478,0.553063336,0.3215690068,0.0942127876,-1.0261746676,-0.6801734202,0.2172254022,-0.834449729,-0.3028641962,-1.538373534,-0.6312318483,-0.6707687416,-0.6884936001,-1.0689022701,-0.491835426,-0.0749131652,0.3163647224,-0.6441300429,1.951335679
,,,Oldbuck,M,m_M,All,Male_Male,Chadwyck_1815_Scott_TheAntiquaryin,1815_Scott_TheAntiquaryin,m,can,1815,rom,-0.2754792181,-0.1528165446,0.1318691369,0.2219147997,-0.9121619713,-0.741784902,-0.2757256139,-0.7147512654,1.390572519,-0.4569709633,0.116329192,2.1755673827,-0.6787734535,-0.8567524652,0.4797743708,1.0949091536,-0.545883723,-0.7131758348,2.2073590892,-0.7753153047,-0.5915625336,-0.6890764544,-0.6580518084,-0.6653657445,-0.0343466195,-0.6660351436,-0.463091721,0.5436354726,1.5041409275,-0.9143288447,-0.1942812427
Austen,Emma,Emma,Emma,F,f_F,Female_Female,Female_Female,Chadwyck_1816_Austen_EmmaANovel,1816_Austen_EmmaANovel,f,can,1816,rom,-0.4912602544,1.5057281346,-0.7976397137,-0.3011610056,1.4688172445,2.8444144255,-0.2298582009,-1.1419706379,-0.2607895896,-0.2792621721,-0.4148823273,-0.1624692254,0.7004538528,-0.0493941433,0.7717626738,0.8827074648,0.238254101,-0.8832282002,-0.9053980383,-1.1750640271,-0.1840854633,0.7986797291,0.0880787144,-0.2055073565,-0.0343466195,0.6527015538,-0.4155407294,-2.6105591966,-0.4804993911,2.5943346097,0.6450171314
,,,Morton,M,m_M,All,Male_Male,Chadwyck_1816_Scott_OldMortalityin,1816_Scott_OldMortalityin,m,can,1816,rom,-0.3613673811,-0.283616961,0.3982026644,0.2251560978,-0.9662751353,-0.1637461946,0.0697239829,-1.1419706379,0.6073980158,-0.5279879396,0.1778971612,1.9006931695,0.4939731536,-0.5921319512,0.7450447054,0.3093026573,-0.3997516476,-0.3961865698,-0.6603252292,-0.8492865189,-0.1722823641,-0.8819936853,-0.5731445867,1.2649901793,-0.6884936001,-0.1348146905,-0.3423940082,0.1733676102,0.8292029017,-0.5627767173,0.4242267295
,,,Hobbie,M,m_M,All,Male_Male,Chadwyck_1816_Scott_TheBlackDwarf,1816_Scott_TheBlackDwarf,m,can,1816,rom,-0.3442579839,-1.3140916444,0.6445525116,0.8135738053,-0.6118339112,-1.0799572071,-0.5371953253,0.5669068524,0.7529809677,-0.1413057892,-0.5418613143,0.9177681232,-0.1692597609,-0.4648567247,0.1105935666,0.7318334615,-0.1052830435,-0.6165259261,-0.3872021082,-0.1881949443,-0.4221731908,-1.4769511552,0.0670442434,0.4501037476,1.2739473417,-0.1096987993,1.0264294352,0.73599469,1.1416275772,-1.5654323177,0.3830570845
,,,Arthur,M,f_M,All,Mixed,Chadwyck_1817_Austen_SanditoninThe,1817_Austen_SanditoninThe,f,can,1817,rom,5.101176331,-3.8642247289,3.9349083899,-2.8720844542,0.4271388376,-3.0421430234,-0.8490688724,-0.2875318928,-1.1035355868,7.43760541,-0.3714997122,-1.0571527296,-0.7268400305,0.2529601461,-3.472571749,-2.0735538571,4.7131185476,-0.485253,-1.0520724968,2.6540194213,6.6046294229,-0.906874704,-1.3553701497,-0.758070948,-0.6884936001,-1.0669057544,4.5944638004,2.344625037,-0.7628105851,-2.8007278633,-1.8422633477
,,,Ormond,M,f_M,All,Mixed,Chadwyck_1817_Edgeworth_OrmondATale,1817_Edgeworth_OrmondATale,f,can,1817,rom,-0.24757221,0.183176105,-0.2767471446,0.1902834671,1.0386175907,1.0198568729,-0.4580977924,-0.7147512654,-0.5664507839,-0.4221988984,-0.2025511666,-0.1409464847,1.0855613002,0.7998107032,0.7632792623,-0.1056149342,-0.5329360037,-0.6383113119,-0.667382504,-0.2978690466,-0.3534086428,0.6249265686,0.5100980489,1.8392631566,-0.6884936001,1.8792617455,-0.1155903611,-1.0895223056,-0.7147358644,1.0976174598,-0.0395624385
,,,Rob Roy,M,m_M,All,Male_Male,Chadwyck_1817_Scott_RobRoyin,1817_Scott_RobRoyin,m,can,1817,rom,-0.5870165871,-1.0075029367,-0.1467989017,1.1989246095,-0.3439737494,-0.6867335966,-0.7621010322,0.994126225,-0.3269844812,-0.536634959,-0.9926012596,0.3078891078,-1.0743921025,0.3366458223,0.4661156245,0.1492476713,-1.1867672849,-0.4708323667,1.358167336,-0.3067248177,-0.7376493841,-1.4465850437,0.2312249528,-0.2246100366,-0.6884936001,-0.6621314914,-0.5476596461,0.2961826877,0.1230715819,-1.2463655145,0.7703037265
Austen,Northanger,,Catherine,F,f_F,Female_Female,Female_Female,Chadwyck_1818_Austen_NorthangerAbbeyand,1818_Austen_NorthangerAbbeyand,f,can,1818,rom,-0.4254470193,0.0449059131,-0.8686880855,0.7389972622,1.1874287917,1.7984396216,-0.4974262553,0.994126225,-0.5600947582,-0.0833169837,-0.030310695,-0.5385190468,-0.0403596115,1.040763887,0.6302620264,-0.0088644013,-0.3220515333,-0.5127250216,-0.1150068643,-0.4870845808,-0.4897015364,1.0125102445,-0.6336619494,1.3452411808,-0.0343466195,1.7280186636,0.4101726534,-1.7944542998,-0.8236660432,1.8913048774,0.0891841811
Austen,Persuasion,,Anne,F,f_F,Female_Female,Female_Female,Chadwyck_1818_Austen_PersuasionBythe,1818_Austen_PersuasionBythe,f,can,1818,rom,-0.4576689135,1.5120166274,-0.7596997913,-0.3494748993,0.9060403389,2.6242092037,0.5366972778,0.994126225,-0.621276409,-0.5232385426,-0.9696056409,-0.3195714673,1.0848520375,0.2510656162,0.0811293009,-0.0729449052,-0.4940510413,-0.8472481008,-0.6975615605,-0.6161605776,-0.7818867026,1.0144940808,-0.3441223479,0.7986169636,-0.0343466195,1.0560242264,0.3322248076,-2.1024955742,-0.881446868,2.530791203,0.4175084128
,,,Mary,F,f_F,Female_Female,Female_Female,Chadwyck_1818_Ferrier_MarriageANovel,1818_Ferrier_MarriageANovel,f,non,1818,rom,-0.6096840709,-0.5219426212,-0.6016338319,1.1201916264,0.324323826,1.9006777604,-0.4352128719,0.1396874798,-0.3024359836,-0.4600502411,-0.1784143136,-0.1256229592,0.1752391267,-1.6045037838,0.5366908456,0.1429642708,0.0783779766,0.1179654925,-0.6510348419,-1.2090309561,-0.2791219689,0.1603636981,-0.4630769255,-0.1722851643,-0.6884936001,0.6999866189,-0.3271225017,-1.8594888677,-0.3302468874,1.5489537934,0.6923269257
,,,Scythrop,M,m_M,All,Male_Male,Chadwyck_1818_Peacock_NightmareAbbey,1818_Peacock_NightmareAbbey,m,non,1818,rom,-0.2272889613,0.8598498928,-0.6459507207,-0.1018642367,-0.392675597,0.0446623189,-0.4157789056,-0.7147512654,0.4837152044,-0.0692840681,-0.8755523454,0.4474276024,-0.4484795918,0.5667179046,0.5261199133,-0.4542883725,-0.2024185868,0.1088610786,-0.5902160574,0.062384768,-0.2518618615,0.144255803,0.2255728901,-0.022428557,-0.6884936001,0.4390264294,3.7645586805,-0.2094134541,0.409424497,0.1058714821,-0.2508271953
,,,Jeanie,F,m_F,All,Mixed,Chadwyck_1818_Scott_TheHeartof,1818_Scott_TheHeartof,m,can,1818,rom,-0.5415447905,-0.2716518963,-0.1418049706,0.6390267568,-0.122109777,0.6777523318,-0.5811177666,2.2757843428,0.3458181196,-0.5978305266,-0.0421696876,1.8715531898,1.0059701339,-0.7133048313,0.9261775793,0.6809471993,-0.0002989805,-0.6416143751,0.2332040553,-0.9457281078,-0.2958553074,-0.0225310584,-0.3776979737,1.9753075368,1.2739473417,0.6788340364,-0.4505000473,-0.8371098928,0.3299499299,0.5129126371,0.1895757026
,,,Elizabeth,F,f_F,Female_Female,Female_Female,Chadwyck_1818_Shelley_FrankensteinorThe,1818_Shelley_FrankensteinorThe,f,can,1818,rom,0.4672332141,-0.4749698959,-0.5366008887,0.3231030239,1.9747753279,0.7799904705,-0.1679371082,0.1396874798,-0.0898775455,0.4831815957,-0.9456814097,-0.4057526966,-0.9430504566,0.1361037868,-0.0638108616,-1.3168121313,0.0897276301,-0.0421710107,-1.0520724968,-1.0989580393,-0.3819263303,-0.6148266487,0.5085617031,-0.4453614627,-0.0343466195,-0.9188372687,0.563942044,-0.7587302708,0.0982040576,0.2990632334,0.8040689534
,,,Allan,M,m_M,All,Male_Male,Chadwyck_1819_Scott_ALegendof,1819_Scott_ALegendof,m,can,1819,rom,0.404612375,1.4364122044,1.9100740063,-2.3646135042,-1.3477729415,0.9176187342,-0.2089074393,-0.7147512654,3.5133279565,0.5957097582,0.2976594101,0.4446371965,0.2741064491,-1.4322425693,0.036073458,1.3949044909,1.5110547793,-1.3099485791,-0.3697054904,-0.9805073353,0.0383176257,-0.5168223919,-0.1874930478,-0.2525735611,1.2739473417,-0.9723058007,0.221572062,-0.8972402199,3.4374488106,0.4539459146,0.7831139194
,,,Cedric,M,m_M,All,Male_Male,Chadwyck_1819_Scott_IvanhoeARomance,1819_Scott_IvanhoeARomance,m,can,1819,rom,0.3937972453,-1.8345708133,0.4060192471,0.8203347892,-1.0961467289,-0.6749368883,0.478500869,1.8485649702,0.6999100823,0.2895028988,-0.5636894241,1.3782124667,0.538767289,-1.7178192361,0.5540410422,0.9197461755,-0.8337971338,-0.5236350207,1.2120806055,-1.2138290593,0.0093813421,-1.7417313907,2.1968215513,-0.2533032681,-0.0343466195,-0.5893488702,-0.5705524698,0.7926870074,1.1704921045,-1.3831999927,1.4966353866
,,,Lucy,F,m_F,All,Mixed,Chadwyck_1819_Scott_TheBrideof,1819_Scott_TheBrideof,m,can,1819,rom,-0.7616642721,-1.0536299345,-0.6993956819,1.6576298508,0.3162068514,0.3199188462,-0.2731401229,-1.1419706379,-0.0266722628,-0.6071977694,0.7425551963,0.3287729716,1.1531165393,-0.438439073,0.4725231061,0.2939625545,-0.9447007854,0.1918043241,-0.0289066968,-1.0240532326,-0.5903536803,-1.0953291331,-0.6549072,-0.5326230056,-0.0343466195,-0.4275480594,-0.2264724104,-0.3946644569,0.2996996519,-0.2942938527,1.1309791928
,,,Emily,F,m_F,All,Mixed,Chadwyck_1820_Cooper_Precautionvolume1,1820_Cooper_Precautionvolume1,m,can,1820,rom,0.0718013422,-0.9939082347,0.3788715998,0.4515175722,0.3838483064,1.0591792339,0.1726287739,0.5669068524,-0.2263315126,-0.0048481457,0.3588594069,-0.2192961747,-0.6174499454,0.3061797855,0.6430675184,0.3853756168,-0.7448833509,-0.2506801821,-0.8705628974,-0.2998449678,-0.1430697233,0.307430368,-0.2680765689,-0.4878422554,0.6198003611,-0.0561828233,-0.3008294018,-0.866582305,-0.3026916491,0.9710140253,0.1621844301
,,,Melmoth,M,m_M,All,Male_Male,Chadwyck_1820_Maturin_MelmothTheWanderer,1820_Maturin_MelmothTheWanderer,m,non,1820,rom,-0.4610604476,0.5994161099,-0.7647930648,0.3085024376,-1.4127087383,0.5086661793,-0.563598717,-0.2875318928,-0.2702039776,-0.2397042164,-0.1217090111,-0.2743419757,-0.0747717353,0.0292259943,0.3649507646,0.0545153664,-0.4372931798,0.1182744336,-0.5956359341,0.2213822981,-0.35910179,2.8408412496,-0.7043740875,-0.5939082941,-0.0343466195,-0.741461366,-0.6926723484,-0.680349953,-1.0945546069,1.7981679977,-0.8823851567
,,,Harvey,M,m_M,All,Male_Male,Chadwyck_1821_Cooper_TheSpyvolume,1821_Cooper_TheSpyvolume,m,can,1821,rom,0.4066323947,1.6862203612,1.3222188582,-2.2172832248,1.5553983069,0.8900930814,0.1867154302,0.994126225,0.9833516389,0.877932884,0.5072357848,-0.001429939,0.8032457382,-1.1826075268,0.1927031788,0.5086479901,0.858866565,-0.9793630913,-1.0520724968,2.0247213594,-0.8596395442,0.4628602491,0.9121868262,-0.6762212887,0.6198003611,-0.9123305746,-0.3648339501,-0.7112249288,0.7820588786,0.9171357642,-0.0112152563
,,,Mr Cayenne,M,m_M,All,Male_Male,Chadwyck_1821_Galt_AnnalsOfThe,1821_Galt_AnnalsOfThe,m,non,1821,rom,-0.0337335961,-1.5784482194,0.3914482087,0.9339476819,-1.2855428029,-2.1809833164,-0.8490688724,0.5669068524,-0.9612478227,0.3501905359,-1.1468545571,-1.1717365428,-0.9905283945,-0.2873728403,-2.5938639289,-1.4549209309,2.2450330513,-0.810255898,-1.0520724968,-1.8639067438,-0.8596395442,-0.584309164,2.0459653141,-0.7878017227,-0.6884936001,-1.1129405958,0.7334087825,1.5827026015,-0.7254011845,-1.975342733,-1.2541306898
,,,Mr Snodgrass,M,m_M,All,Male_Male,Chadwyck_1821_Galt_TheAyrshireLegatees,1821_Galt_TheAyrshireLegatees,m,non,1821,rom,0.1966492867,1.9990985608,-0.6959628601,-1.1752937168,-0.7389998466,0.0957813883,-0.3330599653,-1.1419706379,-0.0402579122,-0.2135342723,-1.2240725329,-0.9864635917,-1.6470790757,-4.0700462259,-0.4739071442,-0.7377740811,0.486683723,-1.3606229453,0.0479856703,-1.3134386178,-0.8596395442,1.270676606,-1.3553701497,-0.4733753117,1.9280943223,-0.9703504638,1.4053435563,-0.2208406554,-0.4142356313,0.7024364188,-0.6690560334
