,X,journaltitle,pub.year,Gender,Institutional_Affiliation,PhD,author,title,X.1
3547,8652,New Literary History,2003,M,University of Aberdeen,University of York,David Duff,Maximal Tensions and Minimal Conditions: Tynianov as Genre Theorist,
3890,9322,New Literary History,1996,M,University of Coimbra,University of York,Martin A. Kayman,"Lawful Writing: Common Law, Statute and the Properties of Literature",
4327,10661,New Literary History,1999,M,University of Melbourne,University of York,David Bennett,"Burghers, Burglars, and Masturbators: The Sovereign Spender in the Age of Consumerism",
4773,6753,Representations,2011,M,University of Portsmouth,University of York,David Andress,Living the Revolutionary Melodrama,
216,8012,New Literary History,1980,F,C. G. Jung Institute,University of Zurich,Marie-Louise von Franz,Analytical Psychology and Literary Criticism,
401,8001,Critical Inquiry,1997,M,Columbia,University of Zurich,Andreas Huyssen,The Voids of Berlin,
453,2808,PMLA,2007,M,Columbia,University of Zurich,Andreas Huyssen,Modernist Miniatures: Literary Snapshots of Urban Spaces,
927,12710,Critical Inquiry,1978,M,Freie Universität Berlin,University of Zurich,Peter Szondi,Hope in the Past: On Walter Benjamin,
2615,6762,New Literary History,1972,M,Stanford,University of Zurich,Kurt W. Forster,"Critical History of Art, or Transfiguration of Values?",
2734,2809,PMLA,1972,M,SUNY Binghamton,University of Zurich,Michael J. Böhler,Die Bedeutung Schillers für Hegels Ästhetik,
1788,6763,Representations,2008,M,UC Berkeley,University of Zurich,Niklaus Largier,Praying by Numbers,
3124,6773,Representations,2009,M,UC Berkeley,University of Zurich,Niklaus Largier,"Mysticism, Modernity, and the Invention of Aesthetic Experience",
4205,10301,New Literary History,1989,M,University of Konstanz,University of Zurich,Felix Thürlemann,Fictionality in Mantegna's San Zeno Altarpiece Structures of Mimesis and the History of Painting,
5347,2810,PMLA,1998,M,University of Zurich,University of Zurich,Michael J. Böhler,PMLA Abroad,
2585,6372,New Literary History,2008,F,Södertörn University,Uppsala University,Sara Danius,Joyce's Scissors: Modernism and the Dissolution of the Event,
986,26311,New Literary History,1985,M,Gorkii Institute of World Literature,USSR Ministry of Higher Education,Yuri B. Vipper,National Literary History in History of World Literature: Theoretical Principles of Treatment,
45,7651,Critical Inquiry,1996,F,Amsterdam School for Cultural Analysis,Utrecht University,Mieke Bal,Semiotic Elements in Academic Practices,
3570,8713,New Literary History,1993,F,University of Amsterdam,Utrecht University,Mieke Bal,"First Person, Second Person, Same Person: Narrative as Epistemology",
3575,2813,PMLA,2014,M,University of Amsterdam,Utrecht University,Mieke Bal,Masterly Maxims,
3581,6651,Critical Inquiry,1992,F,University of Arizona,Utrecht University,Mieke Bal,"Telling, Showing, Showing off",
4195,10312,New Literary History,1970,M,University of Konstanz,Utrecht University,Jan Brandt Corstius,Literary History and the Study of Literature,
4837,6071,Critical Inquiry,1990,F,University of Southern California,Utrecht University,Mieke Bal,De-Disciplining the Eye,
1321,2815,PMLA,1985,M,Iowa State University,Vanderbilt,Mark Bracher,"Literature, Psychoanalysis, and the Re-Formation of the Self: A New Direction for Reader-Response Theory",
1896,2818,PMLA,2015,F,Loyola Univeristy ,Vanderbilt,Suzanne Bost,Messy Archives and Materials That Matter: Making Knowledge with the Gloria Evangelina Anzaldúa Papers,
1500,2817,PMLA,2006,F,Loyola University Maryland,Vanderbilt,Juniper Ellis,"Tatau and ""Malu"": Vital Signs in Contemporary Samoan Literature",
2411,2820,PMLA,1989,M,Randolph-Macon College,Vanderbilt,M. Thomas Inge,Recipes for Reading,
3530,8572,New Literary History,2000,M,United States Naval Academy,Vanderbilt,Bruce E. Fleming,What Is the Value of Literary Studies?,
3983,2823,PMLA,1972,M,University of Florida,Vanderbilt,Melvyn New,Sterne's Rabelaisian Fragment: A Text from the Holograph Manuscript,
5367,6783,Representations,2011,M,Vanderbilt,Vanderbilt,Jeff Menne,The Cinema of Defection,
3593,2825,PMLA,2010,F,University of Auckland,Victoria University of Wellington,Annamarie Jagose,Thinkiest,
970,2826,PMLA,1974,F,Georgia State University,Virginia Commonwealth University,C. R. Kropf,Educational Theory and Human Nature in Fielding's Works,
5388,14071,New Literary History,1985,F,VU University Amsterdam,VU University Amsterdam,Mineke Schipper,Toward a Definition of Realism in the African Context,
1799,12861,Critical Inquiry,2009,M,University of York,Warburg Institute,Simon Ditchfield,Thinking with Saints,
724,4681,Critical Inquiry,1987,M,Drexel University,Washington University,Robert Zaller,Philip Guston and the Crisis of the Image,
1598,2828,PMLA,2011,F,Mississippi State University,Washington University,Bonnie Carr O'Neill,The Personal Public Sphere of Whitman’s 1840s Journalism,
1947,2829,PMLA,1973,M,Northern Michigan University,Washington University,Rudi Prusok,Science in Mann's Zauberberg: The Concept of Space,
2711,2831,PMLA,2012,M,Stanford,Washington University,Russell A. Berman,Presidential Address 2012—Teaching as Vocation,
3198,2832,PMLA,2003,F,UC Davis,Washington University,Kari Lokke,"Children of Liberty: Idealist Historiography in Staël, Shelley, and Sand",
5211,13621,New Literary History,1982,M,University of Washington,Washington University,Charles O. Hartman,Cognitive Metaphor,
5261,2834,PMLA,1974,M,University of Windsor,Wayne State University,Samuel S. Stollman,"Milton's Dichotomy of ""Judaism"" and ""Hebraism""",
160,2835,PMLA,1996,F,Brigham Young University,Western Michigan University,Kristen Tracy,"But One Expects That: Charlotte Perkins Gilman's ""The Yellow Wallpaper"" and the Shifting Light of Scholarship",
31,3611,Critical Inquiry,1984,F,Amherst College,Yale,Eve Kosofsky Sedgwick,"Sexualism and the Citizen of the World: Wycherley, Sterne, and Male Homosocial Desire",
30,2841,PMLA,1981,M,Amherst College,Yale,Dale E. Peterson,Nabokov's Invitation: Literature as Execution,
35,2839,PMLA,1996,F,Amherst College,Yale,Catherine Ciepiela,The Demanding Woman Poet: On Resisting Marina Tsvetaeva,
36,2840,PMLA,1996,F,Amherst College,Yale,Stephanie Sandler,Problems with Personal Criticism,
43,2838,PMLA,2012,M,Amherst College,Yale,Christopher Grobe,The Breath of the Poem: Confessional Print/Performance circa 1959,
32,6793,Representations,1987,F,Amherst College,Yale,Eve Kosofsky Sedgwick,A Poem Is Being Written,
76,2846,PMLA,2002,M,Bard College,Yale,Thomas Keenan,Publicity and Indifference (Sarajevo on Television),
77,2845,PMLA,2004,M,Bard College,Yale,Alessandro Manzoni,Letter on Romanticism,
78,2844,PMLA,2006,M,Bard College,Yale,Thomas Keenan,Where Are Human Rights...?: Reading a Communiqué from Iraq,
79,2843,PMLA,2010,M,Bard College,Yale,Joseph Luzzi,“As a Leaf on a Branch . . .”: Dante’s Neologisms,
80,2842,PMLA,2012,M,Bard College,Yale,Joseph Luzzi,"The Work of Genre: Labor, Identity, and Modern Capital in Wordsworth and Verga",
95,2847,PMLA,1985,F,Bennington College,Yale,Victoria Kahn,The Figure of the Reader in Petrarch's Secretum,
128,5512,New Literary History,2000,M,Boston University,Yale,John Paul Riquelme,Introduction: Wolfgang Iser's Aesthetic Politics: Reading as Fieldwork,
129,5612,New Literary History,2000,M,Boston University,Yale,John Paul Riquelme,"The Way of the Chameleon in Iser, Beckett, and Yeats: Figuring Death and the Imaginary in ""The Fictive and the Imaginary""",
130,2849,PMLA,2000,M,Boston University,Yale,Jeffrey Mehlman,Un Amour de Hahn: Of Literature and Life,
136,2848,PMLA,2006,M,Boston University,Yale,Peter S. Hawkins,All Smiles: Poetry and Theology in Dante,
121,6803,Representations,1986,M,Boston University,Yale,Jeffrey Mehlman,Writing and Deference: The Politics of Literary Adulation,
139,2851,PMLA,1985,M,Bowdoin College,Yale,Joseph Litvak,"Reading Characters: Self, Society, and Text in Emma",
141,2850,PMLA,2007,F,Bowdoin College,Yale,Arielle Saiber,The Polyvalent Discourse of Electronic Music,
204,13911,Critical Inquiry,2012,F,Brown,Yale,Vanessa L. Ryan,Living in Duplicate,
177,6815,Representations,1987,F,Brown,Yale,Naomi Schor,The Portrait of a Gentleman: Representing Men in (French) Women's Writing,
217,24410,Critical Inquiry,1981,M,California Institute of Technology,Yale,Jerome J. McGann,The Meaning of the Ancient Mariner,
218,3261,Critical Inquiry,1983,M,California Institute of Technology,Yale,Jerome J. McGann,The Religious Poetry of Christina Rossetti,
219,3941,Critical Inquiry,1985,M,California Institute of Technology,Yale,Jerome J. McGann,Some Forms of Critical Discourse,
286,10912,New Literary History,1996,M,Chinese University of Hong Kong,Yale,Hardy C. Wilcoxon,Chinese American Literature beyond the Horizon,
290,2853,PMLA,2013,M,City University of Hong Kong,Yale,Lucas Klein,Circumcised or Cannibalized: Une vie de boy in Chinese Translation,
357,14812,New Literary History,1978,F,Columbia,Yale,Marie-Rose Logan,Rhetorical Analysis: Towards a Tropology of Reading,
457,14911,New Literary History,2008,M,Columbia,Yale,David Damrosch,Toward a History of World Literature,
463,14712,New Literary History,2009,M,Columbia,Yale,Michael Holquist,Gambling with Kant: Faustian Wagers,
383,2864,PMLA,1990,F,Columbia,Yale,Susan Winnett,"Coming Unstrung: Women, Men, Narrative, and Principles of Pleasure",
384,2863,PMLA,1991,F,Columbia,Yale,Susan Winnett,"Class, Gender, Pleasure, and Criticism",
389,2862,PMLA,1992,M,Columbia,Yale,Marcellus Blount,The Preacherly Text: African American Poetry and Vernacular Performance,
410,2861,PMLA,2000,F,Columbia,Yale,Marjorie Hope Nicolson,Women's Speech and Silence in Hartmann von Aue's Erec,
419,2860,PMLA,2003,M,Columbia,Yale,Haun Saussy,Comparative Literature?,
425,2859,PMLA,2004,F,Columbia,Yale,Jean E. Howard,Women's Speech and Silence in Hartmann von Aue's Erec,
445,2858,PMLA,2006,F,Columbia,Yale,Alisa Solomon,Who Gets to Be Human on the Evening News?,
459,2857,PMLA,2008,F,Columbia,Yale,Farah Jasmine Griffin,"“Race,” Writing, and Difference: A Meditation",
467,2856,PMLA,2009,F,Columbia,Yale,Madeleine Dobie,The Enlightenment at War,
385,6823,Representations,1991,M,Columbia,Yale,David Damrosch,The Aesthetics of Conquest: Aztec Poetry before and after Cortés,
397,6833,Representations,1995,M,Columbia,Yale,David Damrosch,The Ethnic Ethnographer: Judaism in Tristes Tropiques,
508,2865,PMLA,2001,F,Connecticut College,Yale,Julie Rivkin,"The ""Limitation David"": Plagiarism, Collaboration, and the Making of a Gay Literary Tradition in David Leavitt's ""The Term Paper Artist""",
551,5421,Critical Inquiry,1989,M,Cornell,Yale,W. Wolfgang Holdheim,Jacques Derrida's Apologia,
608,14411,Critical Inquiry,2013,M,Cornell,Yale,Nick Salvato,Cringe Criticism,
518,17811,New Literary History,1972,M,Cornell,Yale,Isaac Rabinowitz,Word and Literature in Ancient Israel,
547,17911,New Literary History,1987,M,Cornell,Yale,Henry Louis Gates,"What's Love Got to Do with It?: Critical Theory, Integrity, and the Black Idiom",
515,2874,PMLA,1970,F,Cornell,Yale,Judith H. Anderson,"Nor Man It Is: The Knight of Justice in Book V of Spenser's ""Faerie Queene""",
532,2873,PMLA,1982,M,Cornell,Yale,Fredric V. Bogel,Women's Speech and Silence in Hartmann von Aue's Erec,
566,2872,PMLA,1995,M,Cornell,Yale,Herbert Deinert,Colonialism and the Postcolonial Condition,
585,2871,PMLA,2004,M,Cornell,Yale,Jared Stark,Women's Speech and Silence in Hartmann von Aue's Erec,
599,2869,PMLA,2010,F,Cornell,Yale,Catherine Porter,Presidential Address 2009: English Is Not Enough,
600,2870,PMLA,2010,M,Cornell,Yale,Richard Klein,The Future of Literary Criticism,
618,9310,Critical Inquiry,1977,F,CUNY,Yale,Susan Fox,The Female as Metaphor in William Blake's Poetry,
646,2876,PMLA,1978,M,"CUNY, City College",Yale,Paul Sherwin,Dying into Life: Keats's Struggle with Milton in Hyperion,
648,2875,PMLA,1981,M,"CUNY, City College",Yale,Paul Sherwin,Frankenstein: Creation as Catastrophe,
650,2877,PMLA,2004,M,"CUNY, College of Staten Island",Yale,Matthew Greenfield,Christopher Marlowe's Wound Knowledge,
674,2881,PMLA,1984,F,"CUNY, John Jay",Yale,Elisabeth G. Gitter,The Power of Women's Hair in the Victorian Imagination,
680,2882,PMLA,2011,F,"CUNY, Lehman College",Yale,Licia Fiol-Matta,The Thinking Voice: When Listening Trumps Celebrity,
681,2883,PMLA,1974,M,"CUNY, Queens College",Yale,David J. Kleinbard,D. H. Lawrence and Ontological Insecurity,
691,24710,Critical Inquiry,1981,F,Dartmouth,Yale,Nancy J. Vickers,Diana Described: Scattered Woman and Scattered Rhyme,
687,19711,New Literary History,1970,M,Dartmouth,Yale,Stephen G. Nichols,The Spirit of Truth: Epic Modes in Medieval Literature,
689,19811,New Literary History,1980,M,Dartmouth,Yale,Stephen G. Nichols,"The Light of the Word: Narrative, Image, and Truth",
693,19511,New Literary History,1982,M,Dartmouth,Yale,Neal Oxenhandler,The Horizons of Psychocriticism,
695,19611,New Literary History,1988,M,Dartmouth,Yale,Neal Oxenhandler,The Changing Concept of Literary Emotion: A Selective History,
730,4321,Critical Inquiry,1986,M,Duke,Yale,Fredric Jameson,On Magic Realism in Film,
731,4331,Critical Inquiry,1986,F,Duke,Yale,Jane Tompkins,"Indians: Textualism, Morality, and the Problem of History",
739,5431,Critical Inquiry,1989,F,Duke,Yale,Eve Kosofsky Sedgwick,Tide and Trust,
740,5441,Critical Inquiry,1989,M,Duke,Yale,Stanley Fish,"Spectacle and Evidence in ""Samson Agonistes""""""",
748,6141,Critical Inquiry,1991,F,Duke,Yale,Eve Kosofsky Sedgwick,Jane Austen and the Masturbating Girl,
753,6491,Critical Inquiry,1992,F,Duke,Yale,Alice Y. Kaplan,"On Alain Finkielkraut's ""Remembering in Vain"""": The Klaus Barbie Trial and Crimes against Humanity""",
760,7451,Critical Inquiry,1995,F,Duke,Yale,Eve Kosofsky Sedgwick,Shame in the Cybernetic Fold: Reading Silvan Tomkins,
765,8061,Critical Inquiry,1997,M,Duke,Yale,Fredric Jameson,Culture and Finance Capital,
766,8071,Critical Inquiry,1997,M,Duke,Yale,Stanley Fish,"Boutique Multiculturalism, or Why Liberals Are Incapable of Thinking about Hate Speech",
768,8381,Critical Inquiry,1998,F,Duke,Yale,Eve Kosofsky Sedgwick,A Dialogue on Love,
769,8681,Critical Inquiry,1999,M,Duke,Yale,Fredric Jameson,The Theoretical Hesitation: Benjamin's Sociological Predecessor,
779,10031,Critical Inquiry,2003,M,Duke,Yale,Fredric Jameson,The End of Temporality,
782,1030,Critical Inquiry,2004,M,Duke,Yale,Fredric Jameson,Symptoms of Theory or Symptoms for Theory?,
786,11401,Critical Inquiry,2006,M,Duke,Yale,Fredric Jameson,History and Elegy in Sokurov,
788,12121,Critical Inquiry,2008,M,Duke,Yale,Fredric Jameson,The Square Peg in the Round Hole or the History of Spaceflight,
1773,12491,Critical Inquiry,2008,M,Duke,Yale,Fredric Jameson,How Not to Historicize Theory,
728,21811,New Literary History,1985,M,Duke,Yale,Stanley Fish,Anti-Professionalism,
729,21911,New Literary History,1985,M,Duke,Yale,Stanley Fish,Resistance and Independence: A Reply to Gerald Graff,
732,22011,New Literary History,1986,F,Duke,Yale,Linda Orr,The Revenge of Literature: A History of History,
734,22111,New Literary History,1987,F,Duke,Yale,Jane Tompkins,Me and My Shadow,
780,22211,New Literary History,2003,M,Duke,Yale,Fredric Jameson,Morus: The Generic Window,
789,22311,New Literary History,2008,M,Duke,Yale,Fredric Jameson,New Literary History after the End of the New,
742,2889,PMLA,1989,M,Duke,Yale,Stanley Fish,Fish on Blind Submission,
743,2890,PMLA,1989,M,Duke,Yale,James L. Rolleston,The Politics of Quotation: Walter Benjamin's Arcades Project,
775,2888,PMLA,2001,M,Duke,Yale,Ian Baucom,Globalit Inc.,
797,2886,PMLA,2009,M,Duke,Yale,Ian Baucom,"“Amicus Curiae”: The Friend, the Enemy, and the Politics of Love",
798,2887,PMLA,2009,M,Duke,Yale,Fredric Jameson,War and Representation,
875,9711,Critical Inquiry,2002,F,Emory,Yale,Cathy Caruth,"The Claims of the Dead: History, Haunted Property, and the Law",
864,2894,PMLA,1972,M,Emory,Yale,Richard P. Kinkade,Sancho IV: Puente literario entre Alfonso el Sabio y Juan Manuel,
883,2893,PMLA,2010,F,Emory,Yale,Cathy Caruth,Afterword: Turning Back to Literature,
915,16610,Critical Inquiry,1979,M,Fordham University,Yale,Lawrence Kramer,The Shape of Post-Classical Music,
922,10931,Critical Inquiry,2005,M,Fordham University,Yale,Lawrence Kramer,"Music, Historical Knowledge, and Critical Inquiry",
1675,9921,Critical Inquiry,2002,M,Fordham University,Yale,Lawrence Kramer,Recognizing Schubert,
924,2895,PMLA,2007,F,Fordham University,Yale,Mary Bly,Playing the Tourist in Early Modern London: Selling the Liberties Onstage,
937,24911,New Literary History,1985,M,George Washington University,Yale,Peter Caws,Critical Innocence and Straight Reading,
994,2899,PMLA,1981,F,Hamilton College,Yale,Eve Kosofsky Sedgwick,The Character in the Veil: Imagery of the Surface in the Gothic Novel,
1042,3661,Critical Inquiry,1984,F,Harvard,Yale,Barbara Johnson,Rigorous Unreliability,
1047,4011,Critical Inquiry,1985,F,Harvard,Yale,Barbara Johnson,Thresholds of Difference: Structures of Address in Zora Neale Hurston,
1079,6821,Critical Inquiry,1993,M,Harvard,Yale,Marc Shell,Babel in America,
1108,8721,Critical Inquiry,1999,M,Harvard,Yale,Carlo Rotella,"Good with Her Hands: Women, Boxing, and Work",
1109,8731,Critical Inquiry,1999,F,Harvard,Yale,Marjorie Garber,(Quotation Marks),
1137,11421,Critical Inquiry,2006,F,Harvard,Yale,Marjorie Garber,Loaded Words,
1147,12611,Critical Inquiry,2009,M,Harvard,Yale,David Damrosch,III The Best that has been Bought and Stolen,
1148,12621,Critical Inquiry,2009,M,Harvard,Yale,Stephen Greenblatt,An Exchange on the Norton Anthology of English Literature and Sean Shesgreen,
1167,14461,Critical Inquiry,2013,F,Harvard,Yale,Marjorie Garber,"Ovid, Now and Then",
1015,2906,PMLA,1974,M,Harvard,Yale,Theodore M. Andersson,The Caedmon Fiction in the Heliand Preface,
1120,2905,PMLA,2001,M,Harvard,Yale,Stephen Greenblatt,Racial Memory and Literary History,
1125,2904,PMLA,2003,M,Harvard,Yale,Stephen Greenblatt,"Presidential Address 2002: ""Stay, Illusion"". On Receiving Messages from the Dead",
1135,2903,PMLA,2005,F,Harvard,Yale,Christie McDonald,Forum: The Legacy of Jacques Derrida,
1138,2902,PMLA,2006,F,Harvard,Yale,Leah Price,Introduction: Reading Matter,
1158,2901,PMLA,2011,F,Harvard,Yale,Marjorie Garber,Dig It: Looking for Fame in All the Wrong Places,
1171,2900,PMLA,2013,M,Harvard,Yale,David Damrosch,Global Comparatism and the Question of Language,
1068,6843,Representations,1990,M,Harvard,Yale,D. A. Miller,Anal Rope,
1103,6883,Representations,1997,M,Harvard,Yale,Stephen Greenblatt,The Touch of the Real,
1153,6853,Representations,2009,F,Harvard,Yale,Leah Price,From The History of a Book to a “History of the Book”,
1154,6873,Representations,2009,M,Harvard,Yale,Stephen Greenblatt,Introduction: Fifty Years of the King's Two Bodies,
1174,6863,Representations,2014,F,Harvard,Yale,Leah Price,Response,
1178,2908,PMLA,1984,F,Harvard College Library,Yale,Patricia S. Yaeger,Because a Fire Was in My Head: Eudora Welty and the Dialogic Imagination,
1187,2911,PMLA,1990,M,Haverford College,Yale,Kimberly W. Benston,Facing Tradition: Revisionary Scenes in African American Literature,
1189,2910,PMLA,1992,M,Haverford College,Yale,Kimberly W. Benston,"Introduction: Being There: Performance as Mise-en-Scène, Abscene, Obscene, and Other Scene",
1190,2909,PMLA,2009,M,Haverford College,Yale,Kimberly W. Benston,"Experimenting at the Threshold: Sacrifice, Anthropomorphism, and the Aims of (Critical) Animal Studies",
1200,3262,New Literary History,1991,M,Hebrew University of Jerusalem,Yale,Sanford Budick,The Prospect of Tradition: Elements of Futurity in a Topos of Homer and Virgil,
1203,3272,New Literary History,1994,M,Hebrew University of Jerusalem,Yale,Sanford Budick,The Experience of Literary History: Vulgar versus Not-Vulgar,
1263,3301,Critical Inquiry,1983,M,Indiana University,Yale,Michael Holquist,Answering as Authoring: Mikhail Bakhtin's Trans-Linguistics,
1265,3442,New Literary History,1985,M,Indiana University,Yale,Milton Fisk,The Instability of Pragmatism,
1285,3452,New Literary History,1998,M,Indiana University,Yale,Herbert Marks,Writing as Calling,
1301,3362,New Literary History,2015,M,Indiana University,Yale,Robert J. Meyer-Lee,Toward a Theory and Practice of Literary Valuing,
1256,2919,PMLA,1975,M,Indiana University,Yale,Roy Battenhouse,Falstaff as Parodist and Perhaps Holy Fool,
1262,2918,PMLA,1982,M,Indiana University,Yale,Kenneth R. Johnston,Wordsworth and The Recluse: The University of Imagination,
1279,2917,PMLA,1994,M,Indiana University,Yale,Sergey Bocharov,Conversations with Bakhtin,
1898,2950,PMLA,2015,F,Indiana University,Yale,Sarah Van der Laan,"Songs of Experience: Confessions, Penitence, and the Value of Error in Tasso and Spenser",
1336,23100,Critical Inquiry,1975,M,Johns Hopkins,Yale,Stanley Fish,Facts and Fictions: A Reply to Ralph Rader,
1338,5810,Critical Inquiry,1976,M,Johns Hopkins,Yale,Jerome J. McGann,"Formalism, Savagery, and Care",
1339,5910,Critical Inquiry,1976,M,Johns Hopkins,Yale,Stanley Fish,"Interpreting the ""Variorum""""""",
1340,6010,Critical Inquiry,1976,M,Johns Hopkins,Yale,Stanley Fish,"Interpreting ""Interpreting the Variorum""""""",
1344,13110,Critical Inquiry,1978,M,Johns Hopkins,Yale,Stanley Fish,"Normal Circumstances, Literal Language, Direct Speech Acts...",
1346,17310,Critical Inquiry,1979,M,Johns Hopkins,Yale,Stanley Fish,A Reply to John Reichert,
1351,29310,Critical Inquiry,1982,M,Johns Hopkins,Yale,Stanley Fish,With the Compliments of the Author: Reflections on Austin and Derrida,
1352,29410,Critical Inquiry,1982,M,Johns Hopkins,Yale,Stanley Fish,Working on the Chain Gang: Interpretation in the Law and in Literary Criticism,
1355,3331,Critical Inquiry,1983,M,Johns Hopkins,Yale,Stanley Fish,Profession Despise Thyself: Fear and Self-Loathing in Literary Studies,
1358,3691,Critical Inquiry,1984,M,Johns Hopkins,Yale,Stanley Fish,Fear of Fish: A Reply to Walter Davis,
1361,4041,Critical Inquiry,1985,M,Johns Hopkins,Yale,Stanley Fish,Consequences,
1389,7481,Critical Inquiry,1995,F,Johns Hopkins,Yale,Frances Ferguson,Pornography: The Theory,
1404,1039,Critical Inquiry,2004,F,Johns Hopkins,Yale,Frances Ferguson,On Getting Past Yes to Number One,
1414,11791,Critical Inquiry,2007,F,Johns Hopkins,Yale,Frances Ferguson,Jacques Derrida and the Critique of the Geometrical Mode,
1417,12161,Critical Inquiry,2008,M,Johns Hopkins,Yale,Ronald Paulson,The Perfect Teeth: Dental Aesthetics and Morals,
1428,13581,Critical Inquiry,2011,M,Johns Hopkins,Yale,Richard Halpern,Theater and Democratic Thought,
1671,9881,Critical Inquiry,2002,F,Johns Hopkins,Yale,Frances Ferguson,"Emma, or Happiness",
1333,3713,New Literary History,1970,M,Johns Hopkins,Yale,Ronald Paulson,English Literary History at the Johns Hopkins University,
1335,3722,New Literary History,1974,M,Johns Hopkins,Yale,Maurice Mandelbaum,History and Criticism: A Commentary,
1348,3692,New Literary History,1981,M,Johns Hopkins,Yale,Jerome J. McGann,"The Text, the Poem, and the Problem of Historical Method",
1362,3702,New Literary History,1985,M,Johns Hopkins,Yale,Ronald Paulson,Versions of a Human Sublime,
1391,3682,New Literary History,1996,F,Johns Hopkins,Yale,Frances Ferguson,"A Reply to Tzvetan Todorov's ""Living Alone Together""",
1418,3732,New Literary History,2008,F,Johns Hopkins,Yale,Frances Ferguson,Planetary Literary History: The Place of the Text,
1420,3742,New Literary History,2009,F,Johns Hopkins,Yale,Frances Ferguson,Ralph Cohen: Analyst of the Literary Field,
1394,2925,PMLA,1997,F,Johns Hopkins,Yale,Frances Ferguson,Women's Speech and Silence in Hartmann von Aue's Erec,
1410,2924,PMLA,2005,M,Johns Hopkins,Yale,Stephen G. Nichols,Writing the New Middle Ages,
1419,2923,PMLA,2008,M,Johns Hopkins,Yale,Douglas Mao,The New Modernist Studies,
1360,6915,Representations,1984,M,Johns Hopkins,Yale,Stanley Fish,Authors-Readers: Jonson's Community of the Same,
1375,6893,Representations,1991,F,Johns Hopkins,Yale,Frances Ferguson,Sade and the Pornographic Legacy,
1423,6903,Representations,2009,M,Johns Hopkins,Yale,Richard Halpern,The King's Two Buckets,
1750,6973,Representations,2007,F,Johns Hopkins,Yale,Frances Ferguson,The Way We Love Now,
1464,6923,Representations,1998,M,Lehigh,Yale,Gordon C. F. Bearn,Sounding Serious: Cavell and Derrida,
1470,6933,Representations,1993,M,Library of Congress,Yale,Prosser Gifford,The Libraries of Eastern Europe: Information and Democracy,
1486,3932,New Literary History,1997,M,Louisiana State University,Yale,Jeff Humphries,Japan in Theory,
1487,3942,New Literary History,1997,M,Louisiana State University,Yale,Jeff Humphries,"The Meaning behind Miyoshi's Lament: A Response to Masao Miyoshi's ""Reply"" to ""Japan in Theory""",
1483,2931,PMLA,1991,M,Louisiana State University,Yale,Carl Freedman,Forms of Labor in Dashiell Hammett's Red Harvest,
1488,2930,PMLA,2004,M,Louisiana State University,Yale,Carl Freedman,Polemical Afterword: Some Brief Reflections on Arnold Schwarzenegger and on Science Fiction in Contemporary American Culture,
1490,2929,PMLA,2009,F,Louisiana State University,Yale,Elsie B. Michie,"Rich Woman, Poor Woman: Toward an Anthropology of the Nineteenth-Century Marriage Plot",
1493,2934,PMLA,1991,M,Loyola University,Yale,Christopher Kendrick,Forms of Labor in Dashiell Hammett's Red Harvest,
1499,2933,PMLA,2010,M,Loyola University,Yale,Jeffrey Glover,Channeling Indigenous Geopolitics: Negotiating International Order in Colonial Writing,
1511,3962,New Literary History,2010,M,Manhattanville College,Yale,Patrick Redding,Whitman Unbound,
1510,2935,PMLA,1975,M,Manhattanville College,Yale,Daniel M. Murtaugh,Figurando il paradiso: The Signs That Render Dante's Heaven,
1518,2937,PMLA,1984,M,Marquette University,Yale,David Krause,"Reading Bon's Letter and Faulkner's Absalom, Absalom!",
1519,2936,PMLA,2005,M,Marquette University,Yale,R. Clifton Spargo,"The Ethical Uselessness of Grief: Randall Jarrell's ""The Refugees""",
1657,7003,Representations,2001,M,Marquette University,Yale,R. Clifton Spargo,To Invent as Presumptuously as Real Life,
1525,17510,Critical Inquiry,1979,M,Massachusetts Institute of Technology,Yale,Samuel Jay Keyser,"Folk Etymology in Sigmund Freud, Christian Morgenstern, and Wallace Stevens",
1527,4022,New Literary History,1983,M,Massachusetts Institute of Technology,Yale,Samuel Jay Keyser,There Is Method in Their Adness: The Formal Structure of Advertisement,
1612,17610,Critical Inquiry,1979,M,Mount Saint Vincent University,Yale,Peter Schwenger,The Masculine Mode,
1613,4391,Critical Inquiry,1986,M,Mount Saint Vincent University,Yale,Peter Schwenger,Writing the Unthinkable,
1615,9121,Critical Inquiry,2000,M,Mount Saint Vincent University,Yale,Peter Schwenger,Corpsing the Image,
1616,9451,Critical Inquiry,2001,M,Mount Saint Vincent University,Yale,Peter Schwenger,Words and the Murder of the Thing,
1617,14891,Critical Inquiry,2014,M,Mount Saint Vincent University,Yale,Peter Schwenger,Phenomenology of the Scream,
1775,12511,Critical Inquiry,2008,M,Mount Saint Vincent University,Yale,Peter Schwenger,Writing Hypnagogia,
1614,2940,PMLA,1991,M,Mount Saint Vincent University,Yale,Peter Schwenger,Circling Ground Zero,
1900,2952,PMLA,2015,F,N/A,Yale,Gail Kern Paster,Eschewing Politeness: Norbert Elias and the Historiography of Early Modern Affect,
1956,21410,Critical Inquiry,1980,M,Northwestern,Yale,"Herbert F. Tucker, Jr.",Browning's Lyric Intentions,
1957,29610,Critical Inquiry,1982,M,Northwestern,Yale,Garry Wills,"Critical Inquiry (""Kritik"""") in Clausewitz""",
1974,5052,New Literary History,1991,M,Northwestern,Yale,Gary Saul Morson,"Bakhtin, Genres, and Temporality",
