word.count,avg.ttr,sd.ttr,FILENAME,LIBRARIES,TITLE,AUTH_LAST,AUTH_FIRST,AUTH_ID,PUBL_CITY,PUBLISHER,PUBL_DATE,Label
40944,0.40526,0.0275851739,00003270.txt,44,Lost Face,London,Jack,A_02113,New York,Regent Press,1910,
92421,0.50325,0.0186305793,00011221.txt,119,Kai Lung unrolls his mat,Bramah,Ernest,A_00379,Garden City/N.Y.,George H. Doran Co.,1928,
77581,0.44586,0.0206236209,00003778.txt,76,The street of seven stars,Rinehart,Mary Roberts,A_02912,Boston/New York,Houghton Mifflin Co.,1914,
97394,0.44161,0.0275739209,00010300.txt,16,The black pigeon,Austin,Anne,A_00109,New York,Greenberg Publisher,1929,
78280,0.41853,0.0279608149,00003554.txt,31,The coming of the law,Seltzer,Charles Alden,A_03080,New York,A.L. Burt Co.,1912,
50383,0.40903,0.0212842499,00002889.txt,341,Between the dark and the daylight,Howells,William Dean,A_01716,New York/London,Harper & Bros.,1907,
90322,0.43777,0.0349460927,00001540.txt,63,For love of country,Brady,Cyrus Townsend,A_00372,New York,Charles Scribner's Sons,1898,
57547,0.45892,0.0185780798,00011180.txt,22,The northing tramp,Wallace,Edgar,A_03493,London,Hodder & Stoughton Ltd.,1926,
81424,0.41942,0.0252939007,00011167.txt,20,The D'Arblay mystery,Freeman,R. Austin,A_01255,London,Hodder & Stoughton,1926,
54494,0.48247,0.0231793425,00000606.txt,57,Cressy,Harte,Bret,A_01577,Boston,Houghton Mifflin Co.,1889,
156650,0.43404,0.0257242251,00002797.txt,197,The bishop of Cottontown,Moore,John Trotwood,A_02456,Philadelphia,J.C. Winston Co.,1906,
134302,0.42901,0.0266327417,00003559.txt,39,When life was young,Stephens,C. A.,A_03250,Boston/Mass.,s. : Published by the Youth's Companion,1912,
276987,0.42324,0.0288598564,00010266.txt,59,The war chief,Burroughs,Edgar Rice,A_00493,New York,Grosset & Dunlap,1927,
67170,0.40437,0.0164689208,00004819.txt,51,The adventures of Gerard,Doyle,Arthur Conan,A_00990,New York,P.F. Collier & Son,1903,
87653,0.43685,0.0306302072,00011120.txt,36,David of King's,Benson,E. F.,A_00262,London,Hodder & Stoughton,1924,
141511,0.46378,0.0249919502,00002948.txt,679,The fruit of the tree,Wharton,Edith,A_03582,New York,Charles Scribner's Sons,1907,
91857,0.41903,0.0282028923,00004634.txt,299,Helen of the old house,Wright,Harold Bell,A_03720,New York,D. Appleton & Co.,1921,
68031,0.44277,0.0321394861,00001651.txt,43,The continental dragoon,Stephens,Robert Neilson,A_03253,Boston,L.C. Page & Co.,1898,
56382,0.43067,0.0357768208,00004827.txt,133,Love's cross-currents,Swinburne,Algernon Charles,A_03328,London,Chatto & Windus,1905,
61831,0.4558,0.0252118298,00011264.txt,14,A high wind in Jamaica,Hughes,Richard Arthur Warren,A_01731,New York,Watts,1929,
59344,0.43063,0.0327027182,00003499.txt,82,Philip Dru: administrator,House,Edward Mandell,A_01705,New York,B.W. Huebsch,1912,
39553,0.45043,0.0164821636,00011017.txt,130,The shadow line: a confession,Conrad,Joseph,A_00717,Garden City/New York,"""Doubleday, Page & Co.""",1923,
121121,0.4395,0.0290866001,00004335.txt,29,The ridin' kid from Powder River,Knibbs,Henry Herbert,A_01938,New York,Grosset & Dunlap,1919,
212555,0.41061,0.0298889848,00004822.txt,184,The prospector,Connor,Ralph,A_00716,New York,F.H. Revell,1904,
62484,0.45723,0.0248562961,00002294.txt,474,The two Vanrevels,Tarkington,Booth,A_03336,New York,"""McClure, Phillips & Co.""",1902,
42548,0.44508,0.0458523498,00002124.txt,70,The pines of Lory,Mitchell,John Ames,A_02429,New York,Life Pub. Co.,1901,
152328,0.48867,0.0268429984,00002645.txt,100,The Missourian,Lyle,Eugene P.,A_02157,New York,"""Doubleday, Page & Co.""",1905,
90537,0.44721,0.0351502676,00010339.txt,38,The French powder mystery,Queen,Ellery,A_02832,New York,Frederick A. Stokes Co.,1930,
92082,0.4951,0.0267647816,00002434.txt,91,The wings of the morning,Tracy,Louis,A_03406,New York,Grosset & Dunlap,1903,
70816,0.40947,0.0238955873,00011223.txt,26,The mystery of the blue train,Christie,Agatha,A_00647,New York,Dodd Mead,1928,
61253,0.43183,0.0281155821,00003984.txt,81,The cruise of the Jasper B,Marquis,Don,A_02238,New York/London,D. Appleton & Co.,1916,
102259,0.43173,0.0201298085,00003953.txt,129,Wildfire,Grey,Zane,A_01462,N.Y./Roslyn,Walter J. Black,1916,
67031,0.42486,0.0182856239,00002615.txt,85,The millionaire baby,Green,Anna Katharine,A_01444,Indianapolis,Bobbs-Merrill Co.,1905,
116196,0.44311,0.0298866191,00004578.txt,62,Joanna Godden,Kaye-Smith,Sheila,A_01867,New York/London,Cassellassell,1921,
96345,0.44487,0.0290265135,00011133.txt,73,The passionate quest,Oppenheim,E. Phillips,A_02612,Boston,"""Little, Brown""",1924,
68019,0.41678,0.0328327811,00003117.txt,57,An anarchist woman,Hapgood,Hutchins,A_01538,New York,Duffield & Co.,1909,
91186,0.47202,0.0278219374,00010221.txt,1162,So big,Ferber,Edna,A_01149,Garden City/New York,"""Doubleday, Page & Co.""",1924,
51962,0.39812,0.0225385327,00000467.txt,45,A man of samples,Maher,William H,A_02206,Toledo,"""O.,  Book Co.""",1887,
76996,0.42618,0.0227322492,00011219.txt,21,The silk stocking murders,Cox,Anthony Berkeley,A_00766,Garden City/N.Y.,George H. Doran Co.,1928,
73229,0.41835,0.0284460769,00002815.txt,31,The colonel of the Red huzzars,Scott,John Reed,A_03068,Philadelphia/London,J.B. Lippincott Co.,1906,
89119,0.46545,0.0319612692,00002391.txt,53,Judith of the plains,Manning,Marie,A_02226,New York,Harper & Bros.,1903,
73183,0.40884,0.023087764,00011023.txt,205,The painted veil,Maugham,W. Somerset,A_02277,New York,George H. Doran Co.,1925,
71015,0.43063,0.0232603425,00004854.txt,26,The little nugget,Wodehouse,P. G.,A_03684,New York,W.J. Watt,1914,
38879,0.40841,0.0246228501,00000524.txt,135,The Aspern papers,James,Henry,A_01780,New York/London,Macmillan Co.,1888,
218139,0.43832,0.0258768958,00010275.txt,485,Oil!,Sinclair,Upton,A_03151,New York,A. & C. Boni,1927,
56616,0.40658,0.01971626,00004541.txt,125,The golden snare,Curwood,James Oliver,A_00821,New York,Grosset & Dunlap,1921,
43954,0.42573,0.0270330344,00001822.txt,72,Snow on the headlight,Warman,Cy,A_03518,New York,D. Appleton & Co.,1899,
56585,0.42977,0.0295453273,00010018.txt,30,The comings of Cousin Ann,Sampson,Emma Speed,A_03015,Chicago,Reilly & Lee Co.,1923,
127382,0.46969,0.024173487,00010238.txt,459,Manhattan transfer,Dos Passos,John,A_00982,New York/London,Harper & Bros.,1925,
80259,0.4196,0.0222524542,00011311.txt,36,War in heaven,Williams,Charles,A_03637,London,Victor Gollancz,1930,
183194,0.44756,0.0293675145,00003001.txt,237,Together,Herrick,Robert,A_01637,New York,Macmillan Co.,1908,
104648,0.42804,0.0341230453,00000402.txt,71,He fell in love with his wife,Roe,Edward Payson,A_02950,New York,"""Dodd, Mead""",1886,
42180,0.43671,0.0266508646,00011269.txt,29,Pelts and powder,McKelvie,B. A.,A_02342,London,J.M. Dent,1929,
102888,0.44717,0.0336941247,00002047.txt,114,Lazarre,Catherwood,Mary Hartwell,A_00588,Indianapolis,Bowen-Merrill Co.,1901,
73204,0.4037,0.0184393628,00011213.txt,16,Blind corner,Mercer,Cecil William,A_02371,New York,"""Minton, Balch & Co.""",1927,
53528,0.44224,0.0274381287,00001828.txt,195,The greater inclination,Wharton,Edith,A_03582,New York,Charles Scribner's Sons,1899,
60492,0.40882,0.0264427646,00000215.txt,151,Esther,Adams,Henry,A_00017,New York,Henry Holt & Co.,1884,
68150,0.43869,0.0207046059,00001196.txt,229,The life of Nancy,Jewett,Sarah Orne,A_01810,Boston/New York,Houghton Mifflin Co.,1895,
148540,0.41441,0.0264151376,00000179.txt,63,Hand and ring,Green,Anna Katharine,A_01444,New York,G.P. Putnam,1883,
99480,0.42336,0.0287941212,00004716.txt,52,Judith of the godless valley,McCue,Nora Bryant,A_02318,New York,Frederick A. Stokes Co.,1922,
101174,0.46068,0.0220430616,00004506.txt,539,The age of innocence,Wharton,Edith,A_03582,New York/London,D. Appleton & Co.,1920,
92210,0.4698,0.0335496015,00001283.txt,33,Macaria,Evans,Augusta J.,A_01102,New York,G.W. Dillingham,1896,
89326,0.42158,0.0227290496,00011262.txt,29,Beauvallet,Heyer,Georgette,A_01642,London,Heinemann,1929,
45997,0.44521,0.0352025295,00004359.txt,106,Dwellers in Arcady,Paine,Albert Bigelow,A_02634,New York/London,Harper & Bros.,1919,
62033,0.43014,0.0242061934,00004700.txt,50,Rosemary,Lawrence,Josephine,A_02007,New York,Cupples & Leon Co.,1922,
111833,0.42211,0.0259583563,00003619.txt,47,Lo: Michael!,Hill,Grace Livingston,A_01654,New York,Grosset & Dunlap,1913,
45529,0.45776,0.0288490043,00002998.txt,212,The gentle grafter,Henry,O.,A_01630,Garden City/N.Y.,"""Doubleday, Page & Co.""",1908,
121056,0.45916,0.0353424002,00003198.txt,35,The emigrant trail,Bonner,Geraldine,A_00331,New York,Duffield & Co.,1910,
72671,0.42124,0.0260663954,00004236.txt,200,The amazing interlude,Rinehart,Mary Roberts,A_02912,New York,George H. Doran Co.,1918,
102689,0.44175,0.0252255983,00002364.txt,38,Betty Zane,Grey,Zane,A_01462,New York,Charles Francis Press,1903,
47154,0.42641,0.0373011482,00000487.txt,59,What dreams may come,Atherton,Gertrude Franklin Horn,A_00099,Chicago,"""Belford, Clarke""",1888,
152468,0.4259,0.0264737339,00003597.txt,91,The lost road,Davis,Richard Harding,A_00876,New York,Charles Scribner's Sons,1913,
119689,0.431,0.0219797887,00004503.txt,52,Mary Wollaston,Webster,Henry Kitchell,A_03547,Indianapolis,Bobbs-Merrill Co.,1920,
63755,0.42049,0.0251594892,00010220.txt,54,Following the grass,Drago,Harry Sinclair,A_00992,New York,Macaulay Co.,1924,
130852,0.44464,0.0351112287,00010326.txt,283,The 42nd parallel,Dos Passos,John,A_00982,New York/London,Harper & Bros.,1930,
72569,0.36418,0.0222158284,00004083.txt,51,The man next door,Hough,Emerson,A_01701,New York,D. Appleton & Co.,1917,
99613,0.4512,0.0342344855,00003980.txt,213,The little lady of the big house,London,Jack,A_02113,New York,Macmillan Co.,1916,
114297,0.42762,0.0180144611,00011178.txt,21,A king by night,Wallace,Edgar,A_03493,New York,A.L. Burt,1926,
67282,0.44852,0.0236376177,00004415.txt,671,Youth and the bright Medusa,Cather,Willa,A_00587,New York,Alfred A. Knopf,1920,
94920,0.4222,0.020915897,00001457.txt,147,What Maisie knew,James,Henry,A_01780,Chicago/New York,H.S. Stone & Co.,1897,
65490,0.44856,0.0315947573,00004196.txt,56,Sixes and sevens.,Henry,O.,A_01630,Garden City/N.Y.,"""Doubleday, Page & Co.""",1918,
75948,0.45248,0.0275983018,00010333.txt,539,Not without laughter,Hughes,Langston,A_01729,New York,Alfred A. Knopf,1930,
108538,0.44123,0.0255990274,00011272.txt,101,The treasure house of Martin Hews,Oppenheim,E. Phillips,A_02612,Boston,"""Little, Brown, & Co.""",1929,
43182,0.39969,0.0250831728,00004422.txt,31,A little maid of old Maine,Curtis,Alice Turner,A_00815,Philadelphia,Penn Pub. Co.,1920,
156429,0.42401,0.0286802276,00000422.txt,119,Saracinesca,Crawford,F. Marion,A_00778,New York,Macmillan Co.,1887,
182798,0.46953,0.0298766674,00000277.txt,89,The entailed hat: or: Patty Cannon's times,Townsend,George Alfred,A_03402,New York,Harper & Bros.,1884,
120035,0.46596,0.0318845518,00004114.txt,53,Martie: the unconquered,Norris,Kathleen Thompson,A_02567,Garden City/N.Y.,"""Doubleday, Page & Co.""",1917,
37110,0.44812,0.030009857,00000245.txt,60,Archibald Malmaison,Hawthorne,Julian,A_01591,New York,Funk & Wagnalls,1884,
117995,0.45303,0.0354829465,00003362.txt,397,The miller of Old Church,Glasgow,Ellen Anderson Gholson,A_01372,Garden City/New York,"""Doubleday, Page & Co.""",1911,
213085,0.43551,0.0261910213,00004629.txt,221,Andivius Hedulio,White,Edward Lucas,A_03596,New York,E.P. Dutton,1921,
114470,0.45325,0.0272268343,00002980.txt,31,King Spruce,Day,Holman,A_00884,New York,A.L. Burt,1908,
49254,0.44638,0.029363889,00002279.txt,237,Lavender and old lace,Reed,Myrtle,A_02865,New York,Grosset & Dunlap,1902,
61153,0.4256,0.0270218767,00011260.txt,18,Paradise court,Fletcher,J. S.,A_01192,Garden City/N.Y.,George H. Doran Co.,1929,
106815,0.39887,0.0337251682,00004103.txt,64,The Indian drum,MacHarg,William,A_02180,Boston,"""Little, Brown, & Co.""",1917,
65430,0.40603,0.025197184,00001089.txt,245,A traveler from Altruria,Howells,William Dean,A_01716,New York,Harper & Bros.,1894,
79801,0.45813,0.0339924695,00001441.txt,56,Flint,Goodwin,Maud Wilder,A_01403,Boston,"""Little, Brown""",1897,
93698,0.44257,0.0288283863,00003410.txt,29,The book of Khalid,Rihani,Ameen Fares,A_02908,New York,"""Dodd, Mead & Co.""",1911,
153912,0.391,0.0258417875,00000278.txt,59,A red wallflower,Warner,Susan,A_03522,New York,R. Carter & Bros.,1884,
99607,0.42516,0.03642003,00004249.txt,548,The magnificent Ambersons,Tarkington,Booth,A_03336,Garden City/New York,"""Doubleday, Page & Co.""",1918,
45793,0.42903,0.0463997682,00003981.txt,35,The turtles of Tasman,London,Jack,A_02113,New York,Grossett & Dunlap,1916,
74810,0.44126,0.0350254222,00003601.txt,44,Lahoma,Ellis,J. Breckenridge,A_01075,Indianapolis,Bobbs-Merrill,1913,
84653,0.44359,0.0164808398,00010314.txt,106,Master Simon's garden,Meigs,Cornelia,A_02369,New York,Macmillan Co.,1929,
68504,0.42395,0.036097616,00010047.txt,57,The outlaw of Torn,Burroughs,Edgar Rice,A_00493,New York,Grosset & Dunlap,1927,
170577,0.40089,0.0361349589,00011026.txt,287,The plumed serpent,Lawrence,D. H.,A_02006,New York,Alfred A. Knopf,1926,
63040,0.42416,0.0311236439,00003780.txt,102,The grain ship,Robertson,Morgan,A_02928,New York,Published by McClure's Magazine & Metropolitan Magazine,1914,
95915,0.40428,0.0252002405,00010244.txt,30,Not under the law,Hill,Grace Livingston,A_01654,Philadelphia/London,J.B. Lippincott Co.,1925,
97391,0.42069,0.02863624,00002823.txt,171,Whispering Smith,Spearman,Frank H.,A_03215,New York,Charles Scribner's Sons,1906,
106850,0.44919,0.0232538451,00003645.txt,90,A fool and his money,McCutcheon,George Barr,A_02321,New York,"""Dodd, Mead & Co.""",1913,
56560,0.44082,0.0337089084,00003347.txt,39,Rose of Old Harpeth,Daviess,Maria Thompson,A_00859,Indianapolis,Bobbs-Merrill Co.,1911,
118419,0.45702,0.015513422,00003378.txt,171,The prodigal judge,Kester,Vaughan,A_01899,Indianapolis,Bobbs-Merrill Co.,1911,
78852,0.44992,0.0239256762,00011155.txt,82,Stolen idols,Oppenheim,E. Phillips,A_02612,Boston,"""Little, Brown, & Co.""",1925,
53654,0.47454,0.023805364,00003621.txt,25,Pages from an old volume of life,Holmes,Oliver Wendell,A_01682,Boston/New York,Houghton Mifflin Co.,1913,
82642,0.46777,0.0279627656,00010277.txt,136,The Canary murder case,Wright,Willard Huntington,A_03728,New York,Charles Scribner's Sons,1927,
68672,0.45858,0.0374910575,00004692.txt,61,The vertical city,Hurst,Fannie,A_01740,New York/London,Harper & Bros.,1922,
88386,0.44053,0.0288424683,00000511.txt,58,The midnight queen,Fleming,May Agnes,A_01191,New York,G.W. Dillingham,1888,
85254,0.41586,0.0277441485,00011144.txt,14,The puzzle lock,Freeman,R. Austin,A_01255,New York,A.L. Burt Co.,1925,
44246,0.46445,0.0299013107,00000244.txt,57,On the frontier,Harte,Bret,A_01577,Boston,Houghton Mifflin Co.,1884,
89441,0.44038,0.0422447845,00004566.txt,229,Erik Dorn,Hecht,Ben,A_01608,New York/London,G.P. Putnam's Sons,1921,
60165,0.48097,0.0280333333,00002024.txt,30,Penelope's experiences in Scotland,Wiggin,Kate Douglas Smith,A_03620,London,Gay & Bird,1900,
74314,0.44435,0.0317990455,00002422.txt,240,The under dog,Smith,Francis Hopkinson,A_03173,New York,Charles Scribner's Sons,1903,
41659,0.46433,0.0533857801,00004006.txt,50,The desire of the moth,Rhodes,Eugene Manlove,A_02882,New York,Henry Holt & Co.,1916,
91391,0.42311,0.0208209757,00001733.txt,66,Agatha Webb,Green,Anna Katharine,A_01444,New York,G.P. Putnam's Sons,1899,
82652,0.43627,0.0235302749,00011130.txt,14,The rector's daughter,Mayor,F. M.,A_02290,London,L. & V. Woolf,1924,
137734,0.39875,0.0296386913,00000169.txt,29,A castle in Spain,De Mille,James,A_00894,New York,Harper & Bros.,1883,
53974,0.37111,0.0246047113,00000198.txt,46,Peck's bad boy and his pa,Peck,George W.,A_02689,Chicago,C.B. Beach,1883,
65209,0.40982,0.0259830481,00003336.txt,89,One way out,Bartlett,Frederick Orin,A_00185,Boston,"""Small, Maynard & Co.""",1911,
93338,0.43556,0.0202585909,00003849.txt,37,The golden slipper,Green,Anna Katharine,A_01444,New York,A.L. Burt,1915,
185843,0.40463,0.0319180311,00004856.txt,403,The rainbow,Lawrence,D. H.,A_02006,New York,Modern Library,1915,
46504,0.42066,0.0334848737,00003990.txt,36,Come out of the kitchen!,Miller,Alice Duer,A_02400,New York,Century Co.,1916,
52329,0.47102,0.0416910183,00003438.txt,33,Just Patty,Webster,Alice Jane Chandler,A_03546,New York,Century Co.,1911,
115591,0.41643,0.0240429981,00004728.txt,203,The breaking point,Rinehart,Mary Roberts,A_02912,New York,George H. Doran Co.,1922,
55802,0.41794,0.0259626071,00002977.txt,34,The courage of Captain Plum,Curwood,James Oliver,A_00821,Indianapolis,Bobbs-Merrill Co.,1908,
131312,0.45628,0.0265311252,00002289.txt,318,The fortunes of Oliver Horn,Smith,Francis Hopkinson,A_03173,New York,Charles Scribner's Sons,1902,
57436,0.47339,0.023904226,00000671.txt,47,At fault,Chopin,Kate,A_00646,St. Louis,Nixon-Jones Print. Co.,1890,
88612,0.44798,0.0340931522,00003023.txt,71,The lure of the mask,MacGrath,Harold,A_02179,Indianapolis,Bobbs-Merrill Co.,1908,
64973,0.44102,0.0255410068,00002340.txt,41,The strange adventures of Mr. Middleton,Curtis,Wardon Allan,A_00819,Chicago,H.S. Stone & Co.,1903,
74560,0.43624,0.0277776598,00011275.txt,22,Red aces,Wallace,Edgar,A_03493,London,Hodder & Stoughton,1929,
136468,0.4263,0.0249971716,00001757.txt,338,The awkward age,James,Henry,A_01780,New York/London,Harper & Bros.,1899,
97385,0.4216,0.0218174242,00002987.txt,258,The trail of the lonesome pine,Fox,John,A_01235,New York,Grosset & Dunlap,1908,
75342,0.4499,0.045863764,00003812.txt,163,The rivet in grandfather's neck,Cabell,James Branch,A_00511,New York,Robert M. McBride & Co.,1915,
71321,0.45297,0.0234458133,00010319.txt,32,The stray lamb,Smith,Thorne,A_03186,New York,Cosmopolitan Book Corp.,1929,
163831,0.40969,0.0220750305,00004651.txt,193,Old Crow,Brown,Alice,A_00419,New York,Macmillan Co.,1922,
94408,0.48283,0.032460716,00004665.txt,243,The enormous room,Cummings,E. E.,A_00804,New York,Boni & Liveright,1922,
64700,0.46023,0.0283462912,00001523.txt,34,The days of Mohammed,Wilson,Anna May,A_03661,Chicago/Ill./D.C.,ook Pub. Co..C. Cook Pub. Co.,1897,
47065,0.47323,0.0419446136,00004683.txt,493,The bright shawl,Hergesheimer,Joseph,A_01634,New York,Alfred A. Knopf,1922,
167022,0.44615,0.0280844236,00003212.txt,63,A modern chronicle,Churchill,Winston,A_00649,New York,Grosset & Dunlap,1910,
54164,0.43815,0.0223391557,00010337.txt,20,The prince of peril,Kline,Otis Adelbert,A_01934,Chicago,A.C. McClurg & Co.,1930,
80184,0.41821,0.0281300354,00003333.txt,85,Miss Gibbie Gault,Bosher,Kate Langley,A_00336,New York/London,Harper & Bros.,1911,
85411,0.40331,0.023248632,00010325.txt,26,A fighting man of Mars,Burroughs,Edgar Rice,A_00493,Calif.,"""Tarzana, E.R. Burroughs""",1930,
51916,0.40585,0.0239698358,00003413.txt,37,Lost on the moon,Rockwood,Roy,A_02947,New York,Cupples & Leon Co.,1911,
73402,0.46837,0.0269101216,00002246.txt,125,Heralds of empire,Laut,Agnes C.,A_02000,New York,D. Appleton & Co.,1902,
88688,0.41796,0.0243758118,00011196.txt,20,Inspector French and the Starvel tragedy,Crofts,Freeman Wills,A_00792,London,W. Collins,1927,
87126,0.42545,0.0261106329,00003796.txt,44,The hosts of the air,Altsheler,Joseph A.,A_00062,New York/London,D. Appleton & Co.,1915,
86780,0.44719,0.0221088652,00001177.txt,119,Rose of Dutcher's Coolly,Garland,Hamlin,A_01306,Chicago,Stone & Kimball,1895,
96187,0.40363,0.0209075188,00010331.txt,247,Ladybird,Hill,Grace Livingston,A_01654,New York,Grosset & Dunlap,1930,
62023,0.45286,0.0190188742,00011283.txt,29,Cyrano,Bedford-Jones,H.,A_00227,New York/London,G.P. Putnam's Sons,1930,
65305,0.44822,0.0334674816,00002398.txt,28,The Blue Goose,Nason,Frank Lewis,A_02528,New York,"""McClure, Phillips & Co.""",1903,
89566,0.42946,0.0299762263,00003508.txt,73,The just and the unjust,Kester,Vaughan,A_01899,Indianapolis,Bobbs-Merrill Co.,1912,
304033,0.41927,0.0308613239,00010240.txt,59,The Genius,Dreiser,Theodore,A_00996,New York,Boni & Liveright,1925,
52116,0.41754,0.0293448393,00003071.txt,46,Jimbo,Blackwood,Algernon,A_00299,London,Macmillan Co.,1909,
55128,0.44661,0.0358422174,00001671.txt,67,A daughter of the vine,Atherton,Gertrude Franklin Horn,A_00099,New York/London,J. Lane,1899,
77619,0.43169,0.0282215961,00002505.txt,48,Nancy Stair,Lane,Elinor Macartney,A_01982,New York,A.L. Burt,1904,
93119,0.4418,0.0272741414,00003886.txt,49,Beyond the frontier,Parrish,Randall,A_02656,Chicago,A.C. McClurg & Co.,1915,
95148,0.36953,0.0241231918,00010258.txt,657,The sun also rises,Hemingway,Ernest,A_01622,New York,Charles Scribner's Sons,1926,
91536,0.42347,0.0312256224,00004494.txt,31,The hidden hand,Southworth,Emma Dorothy Eliza Nevitte,A_03208,New York,A.L. Burt Co.,1920,
58549,0.46596,0.0287549451,00002361.txt,27,The certainty of a future life in Mars,Gratacap,L. P.,A_01436,New York,Brentano's,1903,
75310,0.40028,0.0224652729,00010212.txt,15,The flaming forest,Curwood,James Oliver,A_00821,Toronto,Copp Clark Co.,1923,
112676,0.41336,0.0257895602,00004215.txt,141,Shavings,Lincoln,Joseph Crosby,A_02079,New York/London,D. Appleton & Co.,1918,
131809,0.435,0.0260411485,00000130.txt,39,Roderick Hudson,James,Henry,A_01780,Boston,Houghton Mifflin Co.,1882,
152622,0.4174,0.0288177835,00003350.txt,351,The iron woman,Deland,Margaret,A_00904,New York/London,Harper & Bros.,1911,
63111,0.46561,0.0342666003,00003082.txt,171,Chivalry,Cabell,James Branch,A_00511,New York/London,Harper & Bros.,1909,
53964,0.44027,0.0400395903,00002299.txt,50,The blue flower,Van Dyke,Henry,A_03450,New York,Grosset & Dunlap,1902,
41351,0.40432,0.0219654826,00004023.txt,246,The mysterious stranger,Twain,Mark,A_03428,New York,Harper & Bros.,1916,
71405,0.43401,0.0343806661,00011033.txt,383,The unpleasantness at the Bellona Club,Sayers,Dorothy L.,A_03040,New York,Harper & Bros.,1928,
108453,0.48173,0.0321812591,00002011.txt,449,Alice of old Vincennes,Thompson,Maurice,A_03371,Indianapolis,"""Bowen-Merrill Co., Braunsworth, Munn & Barber""",1900,
77961,0.41904,0.0239650082,00002194.txt,26,Captain Macklin,Davis,Richard Harding,A_00876,New York,Charles Scribner's Sons,1902,
95622,0.4423,0.0230565839,00002838.txt,170,Reed Anthony: cowman,Adams,Andy,A_00013,Boston/New York,Houghton Mifflin Co.,1907,
67801,0.40598,0.0199448634,00011244.txt,14,Perishable goods,Mercer,Cecil William,A_02371,New York,"""Minton, Balch & Co.""",1928,
354248,0.4118,0.0305164304,00010239.txt,20,An American tragedy,Dreiser,Theodore,A_00996,Garden City/N.Y.,. :  Pub.,1925,
67647,0.48932,0.0300090491,00003993.txt,62,The conquest of America,Moffett,Cleveland,A_02437,New York,George H. Doran Co.,1916,
40008,0.44225,0.0260711439,00004551.txt,33,The yellow horde,Evarts,Hal G.,A_01107,Boston,"""Little, Brown, & Co.""",1921,
55928,0.4283,0.0302656588,00002978.txt,27,The wolf hunters,Curwood,James Oliver,A_00821,Indianapolis,Bobbs-Merrill Co.,1908,
97964,0.44122,0.0299796497,00001711.txt,44,From kingdom to colony,Devereux,Mary,A_00922,Boston,"""Little, Brown & Co.""",1899,
62014,0.47437,0.0249527452,00010327.txt,16,Voodoo,Shellabarger,Samuel,A_03104,Garden City/N.Y.,George H. Doran Co.,1930,
78198,0.45039,0.0292145996,00011119.txt,10,Valerie French,Mercer,Cecil William,A_02371,London,"""Ward, Lock""",1923,
92222,0.42619,0.0277072339,00002363.txt,114,The filigree ball,Green,Anna Katharine,A_01444,Indianapolis,Bobbs-Merrill Co.,1903,
96463,0.46096,0.0198493925,00003808.txt,95,The extra day,Blackwood,Algernon,A_00299,New York,Macmillan Co.,1915,
75464,0.44363,0.02609023,00002775.txt,32,The Little Colonel's Christmas vacation,Johnston,Annie F.,A_01824,Boston,L.C. Page & Co.,1906,
62714,0.43165,0.0281121042,00003848.txt,28,Hempfield,Baker,Ray Stannard,A_00130,New York,Grosset & Dunlap,1915,
70707,0.4481,0.0342369934,00011208.txt,18,Big foot,Wallace,Edgar,A_03493,London,John Long,1927,
64313,0.45938,0.0371643307,00002423.txt,25,A tar-heel baron,Smith,Mabel S. C.,A_03178,Philadelphia/London,J.B. Lippincott Co.,1903,
110212,0.40806,0.0371521088,00001108.txt,45,A modern wizard,Ottolengui,Rodrigues,A_02624,New York,.P. Putnam's Sons,1894,
84525,0.37973,0.0336754729,00003982.txt,28,The shepherd of the North,Maher,Richard Aumerle,A_02204,New York,Macmillan Co.,1916,
47047,0.4311,0.0208716617,00004408.txt,74,Thuvia: maid of Mars,Burroughs,Edgar Rice,A_00493,New York,Grosset & Dunlap,1920,
77631,0.42962,0.0311590187,00002716.txt,36,The crimson sweater,Barbour,Ralph Henry,A_00158,New York,Century Co.,1906,
84476,0.46588,0.0223006455,00003543.txt,166,A romance of Billy-goat Hill,Rice,Alice Caldwell Hegan,A_02884,New York,Century Co.,1912,
103838,0.4352,0.0206842545,00010013.txt,35,1492,Johnston,Mary,A_01828,Boston,"""Little, Brown, & Co.""",1923,
66086,0.4402,0.0250603312,00004261.txt,339,The martial adventures of Henry and me,White,William Allen,A_03606,New York,Macmillan Co.,1918,
60774,0.45238,0.0308537705,00003920.txt,61,The heritage of the Sioux,Bower,B. M.,A_00348,New York,Grosset & Dunlap,1916,
119220,0.46773,0.029278825,00000570.txt,204,Standish of Standish,Austin,Jane G.,A_00110,Boston,Houghton Mifflin Co.,1889,
60779,0.40427,0.0226830845,00003346.txt,100,The honor of the big snows,Curwood,James Oliver,A_00821,New York,A.L. Burt Co.,1911,
217038,0.48235,0.0246909688,00011290.txt,57,Diary of a provincial lady,Delafield,E. M.,A_00903,London,Macmillan Co.,1930,
98055,0.47241,0.027489978,00000249.txt,33,The professor at the breakfast-table,Holmes,Oliver Wendell,A_01682,,Houghton Mifflin Co.,1884,
164258,0.45683,0.0268561657,00011021.txt,155,Gora,Tagore,Rabindranath,A_03333,London,Macmillan Co.,1924,
88681,0.43339,0.0363495641,00004260.txt,266,The unwilling vestal,White,Edward Lucas,A_03596,New York,E.P. Dutton,1918,
